vin,model,mfg_year,fuel_type
D755567S,Kenworth T680,2019,Diesel
D735106T,Kenworth T680,2019,Diesel
K444998C,Mack Anthem,2021,Diesel
V716778T,Kenworth T680,2021,Diesel
W803024K,Peterbilt 579,2017,CNG
O230083T,International LT,2016,Diesel
Y187155R,Mack Anthem,2019,Diesel
G039303A,Navistar 4300,2023,Diesel
C354313V,Volvo VNL,2016,LNG
Y312950X,Kenworth T680,2016,Diesel
I488819F,Freightliner M2,2018,Diesel
S599732L,Volvo VNL,2019,LNG
L927809J,Kenworth T680,2016,Diesel
K839863G,Freightliner Cascadia,2020,Electric
D062046J,Volvo VNL,2023,LNG
Y630381L,Navistar 4300,2022,Diesel
C194867D,Navistar 4300,2016,Diesel
R698644L,Freightliner Cascadia,2024,Electric
G118510V,Mack Anthem,2016,Diesel
D427255O,International LT,2016,Diesel
I018087V,International LT,2017,Diesel
K842302P,Western Star 49X,2018,LNG
R727521W,Navistar 4300,2019,Diesel
S272311R,Freightliner M2,2024,Diesel
I341663K,Volvo VNL,2016,LNG
I677597D,Kenworth T680,2017,Diesel
A771984B,International LT,2017,Diesel
S534657W,Navistar 4300,2023,Diesel
S096834P,Peterbilt 579,2022,CNG
B869871S,International LT,2015,Diesel
F462929W,International LT,2021,Diesel
P773605W,Western Star 49X,2016,LNG
B908110C,Navistar 4300,2021,Diesel
K778318U,Peterbilt 579,2017,CNG
I637419F,Peterbilt 579,2024,CNG
U032250G,Freightliner Cascadia,2024,Electric
K193392E,Volvo VNL,2018,LNG
X445454S,Freightliner Cascadia,2023,Electric
L727879S,Freightliner Cascadia,2021,Electric
B477174A,International LT,2020,Diesel
V686799Q,Peterbilt 579,2015,CNG
B206137M,Freightliner M2,2022,Diesel
J823761I,Peterbilt 579,2015,CNG
H593087X,Hino 268,2020,CNG
G790912E,Freightliner M2,2020,Diesel
Z212635T,International LT,2021,Diesel
C815671L,Freightliner M2,2020,Diesel
M622519M,Freightliner Cascadia,2016,Electric
O562844F,Kenworth T680,2016,Diesel
U282840G,Hino 268,2023,CNG
P252004L,Navistar 4300,2016,Diesel
W091828P,Hino 268,2017,CNG
Q124796A,Freightliner Cascadia,2022,Electric
G678303F,Navistar 4300,2023,Diesel
N294099E,International LT,2016,Diesel
Z513768Q,Hino 268,2015,CNG
F814196K,International LT,2018,Diesel
N918451J,Mack Anthem,2023,Diesel
P084965Y,Western Star 49X,2019,LNG
X851940Z,Freightliner M2,2016,Diesel
D845934G,Freightliner M2,2019,Diesel
T075287M,Kenworth T680,2019,Diesel
Y972257U,Western Star 49X,2017,LNG
P502259T,Mack Anthem,2020,Diesel
R122725S,Western Star 49X,2016,LNG
C955030K,Navistar 4300,2020,Diesel
E582546C,Volvo VNL,2022,LNG
H239677M,Mack Anthem,2019,Diesel
M907516I,Western Star 49X,2015,LNG
N066267T,Freightliner M2,2019,Diesel
D099073U,International LT,2017,Diesel
R229176I,Volvo VNL,2017,LNG
T036145Q,Navistar 4300,2024,Diesel
Y029195V,Hino 268,2016,CNG
E058484O,International LT,2016,Diesel
U492283T,Volvo VNL,2019,LNG
W602293E,International LT,2020,Diesel
A174863N,Volvo VNL,2017,LNG
Z380584C,Hino 268,2018,CNG
F704351X,Hino 268,2016,CNG
E931726C,Peterbilt 579,2015,CNG
W845631Q,Mack Anthem,2019,Diesel
V796126D,Navistar 4300,2023,Diesel
V889975G,Volvo VNL,2023,LNG
I537997G,Hino 268,2023,CNG
Z166809V,Mack Anthem,2023,Diesel
C119888S,Mack Anthem,2016,Diesel
O473217C,Western Star 49X,2015,LNG
E854574R,Mack Anthem,2021,Diesel
V706085V,Volvo VNL,2020,LNG
A883485S,Mack Anthem,2015,Diesel
E327541U,Kenworth T680,2016,Diesel
D565277F,Volvo VNL,2024,LNG
K562669I,Freightliner M2,2016,Diesel
Z180527L,Freightliner Cascadia,2015,Electric
Z200854P,Freightliner Cascadia,2020,Electric
R164606Z,Western Star 49X,2023,LNG
V493237V,Volvo VNL,2019,LNG
O838833P,Kenworth T680,2024,Diesel
S149325G,Navistar 4300,2018,Diesel
Z592820Z,Volvo VNL,2020,LNG
N665347C,Kenworth T680,2017,Diesel
I109002F,Hino 268,2016,CNG
Z000326A,Freightliner M2,2022,Diesel
Z178088Y,Peterbilt 579,2017,CNG
J449916F,Kenworth T680,2023,Diesel
W765029S,Peterbilt 579,2021,CNG
K250122H,Freightliner M2,2023,Diesel
L535375K,Mack Anthem,2024,Diesel
H719766Y,Peterbilt 579,2022,CNG
H242933B,Navistar 4300,2018,Diesel
D107017W,Freightliner M2,2021,Diesel
S446083J,Peterbilt 579,2024,CNG
A649175D,Western Star 49X,2018,LNG
H831233U,Navistar 4300,2019,Diesel
G349762F,International LT,2017,Diesel
G410375T,Western Star 49X,2024,LNG
H164866R,Western Star 49X,2024,LNG
R982397M,Mack Anthem,2019,Diesel
Z278602H,Peterbilt 579,2024,CNG
W496355P,Volvo VNL,2021,LNG
Z012199F,Mack Anthem,2024,Diesel
M499525V,Freightliner Cascadia,2015,Electric
Y953019X,Volvo VNL,2021,LNG
S497059Q,Hino 268,2018,CNG
J599145X,Mack Anthem,2017,Diesel
I102038Q,Hino 268,2017,CNG
B707136S,Hino 268,2016,CNG
S212100A,Peterbilt 579,2017,CNG
F879752C,Freightliner M2,2018,Diesel
T084865L,Peterbilt 579,2015,CNG
L556862K,Volvo VNL,2021,LNG
D905441F,Kenworth T680,2018,Diesel
U056739J,Mack Anthem,2016,Diesel
A936907Y,Hino 268,2015,CNG
W487235H,Peterbilt 579,2016,CNG
X389517O,Freightliner M2,2021,Diesel
C204770T,Volvo VNL,2020,LNG
D830762P,Peterbilt 579,2022,CNG
D255382U,Kenworth T680,2017,Diesel
W438326Z,Volvo VNL,2020,LNG
T225063H,International LT,2021,Diesel
E373230Q,Western Star 49X,2023,LNG
P646750H,Mack Anthem,2022,Diesel
U095418S,Peterbilt 579,2017,CNG
C203971H,Peterbilt 579,2021,CNG
X044330W,International LT,2018,Diesel
Z098099P,Peterbilt 579,2022,CNG
U409600H,Freightliner Cascadia,2019,Electric
X768486U,Western Star 49X,2015,LNG
D842252C,Mack Anthem,2015,Diesel
S685755B,Western Star 49X,2022,LNG
F442927V,Kenworth T680,2015,Diesel
I019325T,Freightliner M2,2022,Diesel
L674942W,Navistar 4300,2019,Diesel
W216609L,Peterbilt 579,2021,CNG
C381498E,Volvo VNL,2019,LNG
F420357C,Kenworth T680,2019,Diesel
S931240L,Mack Anthem,2017,Diesel
W386362O,Western Star 49X,2015,LNG
U175533D,Freightliner Cascadia,2023,Electric
D347763X,Volvo VNL,2024,LNG
D658582Z,Freightliner Cascadia,2020,Electric
E654699W,Mack Anthem,2018,Diesel
T897303F,Freightliner Cascadia,2018,Electric
O858144I,Mack Anthem,2022,Diesel
A983687H,Western Star 49X,2019,LNG
Z907505F,Kenworth T680,2022,Diesel
F155510T,Peterbilt 579,2022,CNG
Y981886W,Kenworth T680,2015,Diesel
H961158M,Peterbilt 579,2022,CNG
I017187L,Western Star 49X,2018,LNG
N701268P,Navistar 4300,2023,Diesel
D156242Y,Kenworth T680,2016,Diesel
X051169E,Mack Anthem,2020,Diesel
V690543W,Navistar 4300,2019,Diesel
T268219T,Volvo VNL,2019,LNG
L719023F,Navistar 4300,2019,Diesel
C107325X,Western Star 49X,2015,LNG
Z921230M,Volvo VNL,2024,LNG
A489905T,Volvo VNL,2018,LNG
V431721D,Mack Anthem,2019,Diesel
S463118Y,Peterbilt 579,2023,CNG
I701987N,Hino 268,2024,CNG
N505445M,Navistar 4300,2017,Diesel
W181312S,Freightliner Cascadia,2023,Electric
Q709973G,Freightliner M2,2017,Diesel
C350540A,Freightliner M2,2020,Diesel
O471862L,Navistar 4300,2021,Diesel
F436813S,Hino 268,2020,CNG
X539480D,Freightliner M2,2022,Diesel
Q207845H,Peterbilt 579,2017,CNG
I458402K,Volvo VNL,2019,LNG
J776021D,Western Star 49X,2019,LNG
C667252L,Mack Anthem,2024,Diesel
T344451Z,Peterbilt 579,2021,CNG
P906774J,Hino 268,2024,CNG
N108306U,Hino 268,2020,CNG
R443710Q,Volvo VNL,2021,LNG
R842575L,Freightliner Cascadia,2024,Electric
K373534D,Peterbilt 579,2018,CNG
G248689P,International LT,2015,Diesel
B322535L,International LT,2020,Diesel
A277469M,Freightliner Cascadia,2018,Electric
E384713A,Navistar 4300,2020,Diesel
K587752L,Freightliner Cascadia,2018,Electric
O120040J,Western Star 49X,2023,LNG
R342033I,Freightliner M2,2016,Diesel
W738453C,Volvo VNL,2024,LNG
I021563M,Kenworth T680,2018,Diesel
A666943V,Western Star 49X,2015,LNG
M869491K,Peterbilt 579,2022,CNG
S785134Z,Western Star 49X,2023,LNG
F553296F,Volvo VNL,2016,LNG
I375942N,Navistar 4300,2022,Diesel
Z188861A,Kenworth T680,2018,Diesel
Z633428C,Peterbilt 579,2018,CNG
Y911541G,International LT,2016,Diesel
W249770W,Freightliner M2,2019,Diesel
B491140X,Freightliner M2,2024,Diesel
B476512E,Western Star 49X,2016,LNG
W490753G,Mack Anthem,2024,Diesel
K383456K,Freightliner Cascadia,2018,Electric
V334956G,Volvo VNL,2020,LNG
M582230T,Peterbilt 579,2024,CNG
C760596A,Volvo VNL,2016,LNG
J561249R,Mack Anthem,2024,Diesel
Y334414F,Navistar 4300,2018,Diesel
J969389X,Freightliner M2,2022,Diesel
E291493N,Mack Anthem,2023,Diesel
F529083W,Kenworth T680,2015,Diesel
Q168674X,Freightliner Cascadia,2018,Electric
I786873A,Western Star 49X,2020,LNG
N718116Q,Volvo VNL,2016,LNG
F418269Q,Navistar 4300,2024,Diesel
O187015U,Peterbilt 579,2024,CNG
W987405R,Mack Anthem,2015,Diesel
T191999T,Western Star 49X,2020,LNG
S985117K,International LT,2022,Diesel
T614227B,Navistar 4300,2017,Diesel
R451228V,Freightliner M2,2016,Diesel
H893708D,Hino 268,2015,CNG
J357431K,Mack Anthem,2018,Diesel
Q100492Z,Kenworth T680,2017,Diesel
Q012854P,Peterbilt 579,2015,CNG
G997263P,Kenworth T680,2018,Diesel
B508108B,Peterbilt 579,2018,CNG
R704295C,Kenworth T680,2019,Diesel
Y903540R,Freightliner Cascadia,2015,Electric
G282359R,Freightliner Cascadia,2018,Electric
I887691T,Hino 268,2017,CNG
F648412J,Freightliner M2,2016,Diesel
M349605P,Peterbilt 579,2020,CNG
J370627O,Mack Anthem,2021,Diesel
F526436H,Kenworth T680,2016,Diesel
E388705G,Kenworth T680,2022,Diesel
U629847X,Western Star 49X,2015,LNG
B487009Q,Kenworth T680,2020,Diesel
R614699G,Freightliner M2,2023,Diesel
B385601Z,Kenworth T680,2021,Diesel
Y685867C,Volvo VNL,2016,LNG
N895324C,Kenworth T680,2018,Diesel
P539303Z,Volvo VNL,2017,LNG
Y199932U,Western Star 49X,2016,LNG
U038615C,Western Star 49X,2018,LNG
C423683V,Kenworth T680,2019,Diesel
E803717J,Navistar 4300,2023,Diesel
S658807Z,Navistar 4300,2024,Diesel
T120465U,Hino 268,2020,CNG
V656636W,Freightliner Cascadia,2017,Electric
N363813J,Hino 268,2023,CNG
G223042D,Hino 268,2018,CNG
B379982T,Freightliner Cascadia,2021,Electric
W879370F,Kenworth T680,2024,Diesel
Z233579V,Freightliner Cascadia,2019,Electric
F377590L,International LT,2019,Diesel
J929929B,Hino 268,2018,CNG
U133704E,Freightliner M2,2018,Diesel
T408507S,Western Star 49X,2019,LNG
I911392I,Western Star 49X,2023,LNG
P369649I,Freightliner Cascadia,2016,Electric
J268313A,Hino 268,2016,CNG
B033833V,Kenworth T680,2015,Diesel
S736140F,Peterbilt 579,2023,CNG
F619456Q,Volvo VNL,2023,LNG
A581811Z,Freightliner Cascadia,2021,Electric
K994292P,Hino 268,2017,CNG
T197895R,Freightliner M2,2023,Diesel
Y893201C,Kenworth T680,2023,Diesel
K898107O,Peterbilt 579,2017,CNG
P227478Z,Peterbilt 579,2015,CNG
A019441G,Navistar 4300,2024,Diesel
V834442P,Navistar 4300,2016,Diesel
F742494Z,Peterbilt 579,2023,CNG
V785847F,Navistar 4300,2016,Diesel
Q023928O,International LT,2023,Diesel
C310915E,Navistar 4300,2016,Diesel
C910439X,Mack Anthem,2019,Diesel
Q923410V,International LT,2023,Diesel
M242505R,Kenworth T680,2017,Diesel
B631062J,Freightliner M2,2021,Diesel
Y441877B,Freightliner Cascadia,2018,Electric
O896176I,Kenworth T680,2018,Diesel
T729620K,Volvo VNL,2023,LNG
F975810S,Kenworth T680,2024,Diesel
W410082L,Freightliner Cascadia,2016,Electric
H230651E,Western Star 49X,2023,LNG
J682515Y,Volvo VNL,2020,LNG
A880049B,Freightliner Cascadia,2017,Electric
C546905G,Mack Anthem,2020,Diesel
Q495170I,Freightliner M2,2015,Diesel
C047308J,Freightliner M2,2015,Diesel
K875263K,Freightliner M2,2015,Diesel
R844133M,Volvo VNL,2020,LNG
N580210E,Kenworth T680,2024,Diesel
U700233I,Volvo VNL,2016,LNG
D235062T,Peterbilt 579,2022,CNG
M157088K,Volvo VNL,2022,LNG
G860416T,Navistar 4300,2020,Diesel
H354349T,Freightliner M2,2024,Diesel
C892455U,Freightliner M2,2017,Diesel
D464333R,International LT,2020,Diesel
G030581H,Western Star 49X,2016,LNG
B585350I,Navistar 4300,2019,Diesel
Z925809M,Mack Anthem,2019,Diesel
C491943M,Kenworth T680,2016,Diesel
S331293H,Navistar 4300,2017,Diesel
Q655685D,Hino 268,2024,CNG
M220805I,Navistar 4300,2022,Diesel
X479279E,Mack Anthem,2022,Diesel
I324651M,Navistar 4300,2016,Diesel
O591461K,Kenworth T680,2017,Diesel
G014079O,Mack Anthem,2023,Diesel
Z400771R,Hino 268,2015,CNG
X601083H,International LT,2021,Diesel
M734996L,Freightliner Cascadia,2015,Electric
Y155339D,Navistar 4300,2021,Diesel
I531752Y,Freightliner Cascadia,2015,Electric
C122400I,Freightliner M2,2024,Diesel
F593758I,Freightliner M2,2015,Diesel
J350022E,Mack Anthem,2018,Diesel
P408975F,Western Star 49X,2020,LNG
O842351J,International LT,2016,Diesel
O026421T,International LT,2023,Diesel
Y928841U,Mack Anthem,2023,Diesel
L344779F,Kenworth T680,2021,Diesel
A969392W,Western Star 49X,2024,LNG
W515704T,Volvo VNL,2018,LNG
N330434R,Western Star 49X,2017,LNG
J815988S,Mack Anthem,2023,Diesel
P687443R,Peterbilt 579,2020,CNG
M731402B,International LT,2015,Diesel
O300810M,International LT,2019,Diesel
W111407X,Kenworth T680,2024,Diesel
A978621N,Western Star 49X,2015,LNG
V484430N,Navistar 4300,2015,Diesel
Y447550G,Freightliner Cascadia,2015,Electric
J238288G,Western Star 49X,2018,LNG
U613719R,Peterbilt 579,2021,CNG
F880732H,Hino 268,2024,CNG
J463554I,Navistar 4300,2022,Diesel
C468638L,Hino 268,2020,CNG
W032383J,Freightliner M2,2024,Diesel
P270494I,Navistar 4300,2017,Diesel
V740265J,Kenworth T680,2016,Diesel
D592458K,Freightliner M2,2019,Diesel
G331081W,Freightliner M2,2016,Diesel
P480514Q,Western Star 49X,2019,LNG
O882737X,Navistar 4300,2016,Diesel
Q490994R,Navistar 4300,2023,Diesel
S718132W,Freightliner M2,2019,Diesel
G062146O,Mack Anthem,2017,Diesel
E354733D,Navistar 4300,2022,Diesel
S255563O,Freightliner Cascadia,2018,Electric
D814157Q,Navistar 4300,2018,Diesel
I180749J,Western Star 49X,2018,LNG
I396652O,Navistar 4300,2016,Diesel
G514190W,Western Star 49X,2019,LNG
X274574A,Peterbilt 579,2017,CNG
F599250B,Volvo VNL,2017,LNG
X337364M,Western Star 49X,2024,LNG
S537121Z,Mack Anthem,2017,Diesel
V307009H,Navistar 4300,2024,Diesel
N304286J,Mack Anthem,2021,Diesel
S310265U,Mack Anthem,2017,Diesel
M747449Z,Freightliner M2,2018,Diesel
Z673521B,Western Star 49X,2017,LNG
L834028D,International LT,2023,Diesel
R409393N,Western Star 49X,2018,LNG
O647935N,Volvo VNL,2019,LNG
J562154T,Mack Anthem,2016,Diesel
I626718M,Freightliner Cascadia,2015,Electric
B267013E,Western Star 49X,2019,LNG
L916673Y,Western Star 49X,2017,LNG
R217759Z,International LT,2020,Diesel
B144772X,Mack Anthem,2015,Diesel
L453376Y,Kenworth T680,2021,Diesel
Z791627J,Peterbilt 579,2020,CNG
O439606C,International LT,2023,Diesel
T079823N,Kenworth T680,2019,Diesel
W891787N,Peterbilt 579,2015,CNG
G563921G,Volvo VNL,2022,LNG
P781626K,Western Star 49X,2019,LNG
D877351W,Western Star 49X,2019,LNG
H973446V,Mack Anthem,2023,Diesel
R009479Q,Hino 268,2023,CNG
X792936P,Navistar 4300,2015,Diesel
I166290C,Peterbilt 579,2016,CNG
O929686P,International LT,2018,Diesel
Y677639Y,Navistar 4300,2023,Diesel
A352736B,Navistar 4300,2017,Diesel
P755040J,Mack Anthem,2020,Diesel
K413838D,Kenworth T680,2022,Diesel
P117528I,Hino 268,2015,CNG
P079077L,International LT,2015,Diesel
X886182A,Mack Anthem,2015,Diesel
J166402P,Mack Anthem,2018,Diesel
L028022R,Peterbilt 579,2018,CNG
U446616F,Peterbilt 579,2020,CNG
L758666Z,Peterbilt 579,2023,CNG
Z570438H,Mack Anthem,2024,Diesel
Q339238B,International LT,2016,Diesel
E991269D,Western Star 49X,2018,LNG
C649857S,Kenworth T680,2016,Diesel
Q273598D,Volvo VNL,2016,LNG
D705472W,Hino 268,2022,CNG
Z926465J,Navistar 4300,2022,Diesel
H967947G,Volvo VNL,2023,LNG
F916680O,Freightliner M2,2024,Diesel
E100179E,Peterbilt 579,2018,CNG
A660022B,Hino 268,2016,CNG
K364238I,Peterbilt 579,2022,CNG
M355220T,Peterbilt 579,2017,CNG
O124562O,Western Star 49X,2020,LNG
P120254B,Peterbilt 579,2015,CNG
Y941139Z,Western Star 49X,2015,LNG
G545255C,Volvo VNL,2016,LNG
A656983T,Hino 268,2023,CNG
J950926G,Freightliner Cascadia,2020,Electric
U975720Q,Western Star 49X,2016,LNG
G314306T,Freightliner Cascadia,2023,Electric
K328858N,Western Star 49X,2023,LNG
A470990M,Navistar 4300,2015,Diesel
O981892Y,Freightliner M2,2017,Diesel
D710449F,Peterbilt 579,2015,CNG
I113646N,Freightliner M2,2024,Diesel
U068878I,Volvo VNL,2020,LNG
Y039127E,Western Star 49X,2016,LNG
V905387E,Navistar 4300,2017,Diesel
K895342C,Hino 268,2023,CNG
O039773G,Freightliner M2,2018,Diesel
K004143P,Western Star 49X,2020,LNG
Q694410X,Freightliner Cascadia,2022,Electric
Y232008X,Mack Anthem,2019,Diesel
J862334F,Hino 268,2016,CNG
F819342E,Western Star 49X,2015,LNG
F474675O,Hino 268,2018,CNG
A251415E,Western Star 49X,2020,LNG
J731243H,Hino 268,2020,CNG
Z979247S,Kenworth T680,2015,Diesel
U617403O,Volvo VNL,2019,LNG
R300568H,Hino 268,2016,CNG
Z727340K,Volvo VNL,2023,LNG
Y754132M,Hino 268,2019,CNG
I015089I,Volvo VNL,2023,LNG
J983092E,Mack Anthem,2018,Diesel
Y337045S,Peterbilt 579,2021,CNG
K038607N,Navistar 4300,2022,Diesel
D430628M,International LT,2015,Diesel
H451295N,Hino 268,2017,CNG
Y728558F,Western Star 49X,2018,LNG
E931602G,Kenworth T680,2017,Diesel
X634876X,Peterbilt 579,2024,CNG
M612806W,Hino 268,2023,CNG
W521109V,Kenworth T680,2016,Diesel
Z316156Z,Peterbilt 579,2022,CNG
N785971R,Mack Anthem,2020,Diesel
R112928H,International LT,2021,Diesel
O104238Q,Volvo VNL,2016,LNG
U524796S,Mack Anthem,2015,Diesel
U545085Q,Mack Anthem,2017,Diesel
Y885980K,Navistar 4300,2023,Diesel
G043987H,Western Star 49X,2015,LNG
O899949I,International LT,2015,Diesel
Y440602Y,International LT,2018,Diesel
D909594W,Freightliner Cascadia,2021,Electric
B219899L,Western Star 49X,2021,LNG
I077730G,Freightliner M2,2023,Diesel
O153029N,Volvo VNL,2016,LNG
J367705K,Kenworth T680,2021,Diesel
T792538G,Freightliner M2,2015,Diesel
X279132O,Peterbilt 579,2015,CNG
Y325888Q,Navistar 4300,2018,Diesel
R041627L,International LT,2021,Diesel
T212115P,Western Star 49X,2024,LNG
R448502T,Volvo VNL,2015,LNG
F610168A,Western Star 49X,2017,LNG
V713779F,Freightliner Cascadia,2016,Electric
O309514Y,International LT,2018,Diesel
D607372T,Volvo VNL,2017,LNG
T032404B,Peterbilt 579,2019,CNG
B121785T,International LT,2020,Diesel
V343614X,Freightliner M2,2021,Diesel
P012904F,Navistar 4300,2023,Diesel
D286866C,Kenworth T680,2021,Diesel
X564698Q,Hino 268,2016,CNG
K363320S,Freightliner Cascadia,2022,Electric
F816853L,Western Star 49X,2023,LNG
E990870W,Kenworth T680,2024,Diesel
Y461870O,Peterbilt 579,2023,CNG
Z273924Y,Mack Anthem,2019,Diesel
R783146K,Freightliner M2,2016,Diesel
J508823X,Peterbilt 579,2019,CNG
O439696U,Navistar 4300,2015,Diesel
F477323K,Navistar 4300,2022,Diesel
P492921O,Peterbilt 579,2020,CNG
Z240618R,Mack Anthem,2018,Diesel
L946056J,Freightliner Cascadia,2023,Electric
N745056W,Navistar 4300,2017,Diesel
G826169M,Western Star 49X,2015,LNG
J438125D,Peterbilt 579,2018,CNG
C256219R,International LT,2024,Diesel
T760440J,Volvo VNL,2015,LNG
Y414265J,Volvo VNL,2020,LNG
T616046P,Freightliner Cascadia,2015,Electric
Z007247Y,Hino 268,2015,CNG
T053139E,Navistar 4300,2020,Diesel
Y837476Y,Hino 268,2024,CNG
T937772X,Volvo VNL,2019,LNG
Y242784S,Mack Anthem,2024,Diesel
I128761W,Kenworth T680,2015,Diesel
T826124L,Freightliner Cascadia,2019,Electric
M987799S,Hino 268,2017,CNG
T819406J,Western Star 49X,2024,LNG
U127561A,Hino 268,2024,CNG
J408673U,Western Star 49X,2024,LNG
B868481Y,Hino 268,2021,CNG
Z247165N,Mack Anthem,2023,Diesel
B386512V,Hino 268,2024,CNG
U415280E,Freightliner Cascadia,2016,Electric
H864770A,Navistar 4300,2019,Diesel
M962023Y,Kenworth T680,2023,Diesel
R270653J,International LT,2024,Diesel
Y137895S,Western Star 49X,2024,LNG
P235435E,Peterbilt 579,2017,CNG
Z290458K,International LT,2024,Diesel
I638595S,Volvo VNL,2019,LNG
Y050045F,Freightliner M2,2023,Diesel
J066605G,Mack Anthem,2024,Diesel
N095924L,Hino 268,2018,CNG
K815883J,Kenworth T680,2018,Diesel
A570211I,Volvo VNL,2017,LNG
Q660289S,Peterbilt 579,2019,CNG
M281498Z,Kenworth T680,2021,Diesel
H569178W,Western Star 49X,2024,LNG
V548361X,Navistar 4300,2015,Diesel
Y153833Y,Western Star 49X,2024,LNG
S449347S,Freightliner M2,2023,Diesel
D303426J,Freightliner Cascadia,2017,Electric
X456611V,Western Star 49X,2016,LNG
M568160Y,Freightliner Cascadia,2021,Electric
B405787A,Freightliner M2,2022,Diesel
Y017829G,Kenworth T680,2018,Diesel
I473074U,Mack Anthem,2023,Diesel
F027972M,Peterbilt 579,2023,CNG
Y019969L,Hino 268,2018,CNG
S465217X,International LT,2024,Diesel
R658988M,International LT,2018,Diesel
S868443J,Navistar 4300,2017,Diesel
X068414D,Navistar 4300,2015,Diesel
E955738V,Mack Anthem,2015,Diesel
H679972F,International LT,2021,Diesel
Y561302O,Volvo VNL,2017,LNG
F327639Z,Hino 268,2024,CNG
C949739Z,Western Star 49X,2020,LNG
S876596F,Freightliner M2,2023,Diesel
R181753C,Kenworth T680,2021,Diesel
X961997O,Hino 268,2020,CNG
N511756Z,Navistar 4300,2017,Diesel
H440602C,Western Star 49X,2019,LNG
A916269N,Volvo VNL,2023,LNG
N672783L,Western Star 49X,2024,LNG
K263731A,Western Star 49X,2020,LNG
G824369E,Western Star 49X,2016,LNG
S200678N,Peterbilt 579,2015,CNG
B726715L,Navistar 4300,2022,Diesel
N147012I,Western Star 49X,2016,LNG
Y394541Y,Kenworth T680,2018,Diesel
C460715A,Navistar 4300,2020,Diesel
M665285D,Hino 268,2020,CNG
Z045578I,Volvo VNL,2019,LNG
V592222D,Peterbilt 579,2019,CNG
